Date,User,Tweets,Device,Coordinates,Place
2023-02-25 23:09:27+00:00,https://twitter.com/natureorder,Twitter for Android,"Collation and announcements of results It's happening now at Penthouse Estate, Lugbe Abuja.

 Labour Party and Peter Obi all the way 👏 👌 

No structure, they said 😂

#presidentialelection2023 https://t.co/qRQOvfZcpG",,
2023-02-25 23:08:42+00:00,https://twitter.com/Daracally,Twitter for Android,"This is 00:08, Sunday 26th Feb.
While Obidients keep watch, let's also say a minute prayer for Peter Obi &amp; Labour Party

So far so good, we are on course to take back our country

 LP and APC Kaduna APC O
Imo State #Kano  Rivers State Kastina  Northerners South East South South https://t.co/zVcq72gBjU",,
2023-02-25 23:07:59+00:00,https://twitter.com/jitelouis1,Twitter for Android,"@GazetteNGR #Endsars was a rehearsal. Tell INEC to upload Peter Obi of the Labour Party LP winning results already nationwide.
Endsars 5.0 loading.",,
2023-02-25 23:06:50+00:00,https://twitter.com/88ideass,Twitter for Android,"Kwankwaso's arrogance and entitlement couldn't allow him team up with Peter Obi as running mate. How dare an Igbo man be his boss.

This election would've been won since 2:30pm. He'd cleared Kano, some part of Kaduna and Katsina for Labour party. Smh",,
2023-02-25 23:06:31+00:00,https://twitter.com/bishop_onyeoma,Twitter for Android,@elonmusk Sir please congratulate our incoming president PETER OBI of the Labour Party in Nigeria,,
2023-02-25 23:03:29+00:00,https://twitter.com/Ejisraeli,Twitter for iPhone,"Unit 005 Ibru College Agbarha Otor, Ughelli, Delta State.
Presidential elections: 
LP - 121
PDP - 72
APC - 32
Victory for Peter Obi’s Labour Party.
A victory for Nigeria 🇳🇬 #NigeriaDecides2023 #NigeriaElections2023 #AriseTV #channelstv #AIT #inecnigeria https://t.co/ayvh8yhbKN",,
2023-02-25 23:03:14+00:00,https://twitter.com/Gkingmusik2,Revive Social App,"Election Update: APC Chairman Adamu Loses Polling Unit To Labour Party, Peter Obi Written by Kelechi Ofor https://t.co/qiC9VxwD7V",,
2023-02-25 23:02:56+00:00,https://twitter.com/badmouthextra,Twitter for iPhone,"Peter Obi trashes them in deep mud 

 Lagos and Rivers Soldiers Peter Obi of Labour Party Aisha igbos Gombe Yorubas delta state anambra state sangotedo MC Oluomo owerri  the LP Buhari https://t.co/DfX9YMXdKj",,
2023-02-25 23:01:00+00:00,https://twitter.com/FN_Earnest,Twitter for Android,@realkenokonkwo @PeterObi Can someone tell me why Labour Party is completely omitted in some parts of the north? https://t.co/KhqFSHmCUP,,
2023-02-25 23:00:09+00:00,https://twitter.com/MarkCla34994583,Twitter for iPhone,"@DebbySimon69 @KBT_BANKOLE @tena__sam @HQNigerianArmy @PoliceNG @PeterObi @NgLabour @doyinokupe @GRVlagos Law enforcement officers what is going on the Labour Party Agent in the Collation centre in Etin-Osa Collation Centre, No falsification of Result for APC to win??? No we will not accept that result in that Centre because we have the original Results from the polling Units!",,
2023-02-25 23:00:06+00:00,https://twitter.com/dshybeast,Twitter for Android,"Nnewi earlier today, it rained heavily jn some part of in the S.E

#presidentialelection2023
#NigerianElections2023
#NigeriaElection
#presidentialelection2023nigeria
#LabourParty
#peterobi
#peterobiforpresident
#obi
#anambra #NigeriaDecides2023 https://t.co/pPR0GtPjt2",,
2023-02-25 22:59:41+00:00,https://twitter.com/OlamideOyemaja,Twitter Web App,"Dapo Abiodun shared money in Ogun State but still couldn't beat Peter Obi that did not give shishi. 

You can't buy the crowd but you can't buy votes. Obidients collected APC's money and voted for Labour Party",,
2023-02-25 22:58:43+00:00,https://twitter.com/Johnny_38482,Twitter for Android,"If you check now, it's still ongoing...

This is manipulation.
#NigeriaDecides2023 #PeterObiForPresident2023 #SituationReport #LabourParty #PeterObi4President2023 #PeterObi @DavidHundeyin https://t.co/KFsZ6MIoCa",,
2023-02-25 22:58:03+00:00,https://twitter.com/halfeatenmind,Twitter Web App,"BREAKING: Popular PDP governor votes Peter Obi of Labour Party, shows proof https://t.co/LTtWEOaVKj",,
2023-02-25 22:57:36+00:00,https://twitter.com/dshybeast,Twitter for Android,"Put God first!! The best polling unit in Nigeria earlier today 😍😍

#presidentialelection2023
#NigerianElections2023
#NigeriaElection
#presidentialelection2023nigeria
#LabourParty
#peterobi
#peterobiforpresident https://t.co/WH5R3DLJlm",,
2023-02-25 22:57:00+00:00,https://twitter.com/ceedyke1,Twitter for iPhone,"People that contested for senate and house of representatives under Labour Party in Edo state won without campaign 😂🤝

Peter Obi’s effect.",,
2023-02-25 22:56:32+00:00,https://twitter.com/HashtagUche,Twitter for iPhone,"I fucking love you all 💜😅
#LabourParty #PeterObi",,
2023-02-25 22:56:28+00:00,https://twitter.com/temple99amadi,Twitter for Android,"From Rivers State
My unit 03

Labour party -187
APC - 12
PDP - 11
#Uploadtheresultsnow #PeterObi2023 #PeterObi #NigeriaDecides2023 #LabourParty #inecnigeria #inecuploadresults",,
2023-02-25 22:55:55+00:00,https://twitter.com/Chriss_michaels,Twitter for Android,"Labour party all the way, peter obi is coming. A new Nigeria is possible",,
2023-02-25 22:55:36+00:00,https://twitter.com/mrbenutd,Twitter for Android,"Who get Oraimo wire mak i wipe this Labour party agent..Aisha fs Yusuf Anambra 1st son falz peter obi Nefertiti etc come carry brother oo..

Ogun state APC 0 LP and APC #PeterObiIsComing  #TinubuIsWinning The INEC kaduna Reno Rufai #BolaAhmedTinubu #Situationroom https://t.co/Nu4wKsnNaC",,
2023-02-25 22:54:26+00:00,https://twitter.com/Charles91253085,Twitter for Android,"RiverState Eleme Aleto goes to Peter Obi✊🏿

-
𝗡𝗮𝘀𝗮𝗿𝗮𝘄𝗮 Bauchi Labour Party Reno Banky W Toyin Abraham Alimosho Yobe Kaduna Kano NNPP Rivers State APC 3 Kardashians #Wait4INECResult Ekiti https://t.co/OsZoZklQjB",,
2023-02-25 22:53:54+00:00,https://twitter.com/Ezegonwa1,Twitter for iPhone,"The massacre and killing of innocent lives and youths will never be in vain! They broke the last straw on the camels back. We will retire all this old cargos. Vote Peter OBI, vote Labour Party!",,
2023-02-25 22:53:22+00:00,https://twitter.com/voiceofnaijang,Twitter for Android,"Labour Party presidential candidate Peter Obi leads polling unit 102 ECOWAS secretariat 1, Asokoro,Abuja with 521 votes, PDP scored 85 votes, and APC had 113.

#ElectionDay
#NigeriaDecides https://t.co/Dfk3x17KRq",,
2023-02-25 22:53:17+00:00,https://twitter.com/DanielSplendid_,Twitter for iPhone,"😢 they’re rigging. The selfish politicians wants us out in the streets just like during the #EndSARS 
#Nigeriadecide2023 
Kaduna #election2023 Labour Party Peter Obi @NgLabour @icpcnigeria @PoliceNG @officialEFCC",,
2023-02-25 22:51:30+00:00,https://twitter.com/ade_dcrown1,Twitter for Android,"I've just delivered my entire PU for structureless Labour Party 💯🇳🇬💯

PLATEAU STATE
JOS SOUTH
ZAWAN B
PU 019

@Aminaruk @arranowanna @HenshawKate @SavvyRinu @chude__ @Jack_ng01 @PeterObi @MuchTalksBlog1 https://t.co/WVKt1E7KOy",,
2023-02-25 22:51:22+00:00,https://twitter.com/ChisomAdaora,Twitter for Android,"Omo,The APC party agent jn my polling Unit. My guy shock. He see structure he begin open mouth🤣. We are still counting as at 11:48pm #ObiIsComing #ObiIsWinning #presidentialelection2023 #AriseTV #ObidientMovement #LabourParty

Kwankwaso Kaduna Katsina NNPP Gombe Bauchi Peter Obi https://t.co/wRVOH8O9UC",,
2023-02-25 22:51:10+00:00,https://twitter.com/LeeyahJohn,Twitter for Android,"More updates on #KadunaSouth????
Y'all  know Narayi will make us proud and they did. as they should!!
Lol.... #North #Kadunaisreadyforobi
#Uploadtheresultsnow #presidentialelection2023
#LabourParty #PeterObi 
LP 287
PDP 62
APC 8 https://t.co/KVz36y11Vm",,
2023-02-25 22:49:58+00:00,https://twitter.com/Anndelegend,Twitter for Android,"But, why is Labour Party silent?

We have done our part, LP is aware of these things going on, they should be holding Press Conference for the world to see. 

What are they doing?
They need to help us secure our votes. 

Peter Obi is doing so well.",,
2023-02-25 22:49:58+00:00,https://twitter.com/kem_ini,Twitter for Android,"Peter Obi and the Labour Party did not have a structure; and he also had no path to victory. 

Why not just allow the ""online noisemakers"" without PVC's compete fairly in the elections?

At least you could mock them righteously.

You would rather resort to violence.

Shameful.",,
2023-02-25 22:49:35+00:00,https://twitter.com/ibadali84,Jetpack.com,"Election Update: APC Chairman Adamu Loses Polling Unit To Labour Party, Peter Obi – Stars Obituary https://t.co/3uFa9kUKjg",,
2023-02-25 22:49:30+00:00,https://twitter.com/MarkCla34994583,Twitter for iPhone,@Keyz_Daniel @ObiDientTvHQ @NgLabourSupport @urchilla01 @MuchTalksBlog1 @VictorIsrael_ @Oyinkitana @FS_Yusuf_ @DrTheodo @PeterObi @solakafinta @chude__ Thank you Obedient family for the victory of Labour Party winning the unit,,
2023-02-25 22:49:12+00:00,https://twitter.com/Amaka_Tochukwu,Twitter for Android,"My President 🥰 @PeterObi . 
We've not  stepped down and we won't step down for anybody.
#LabourParty 
#toyinabraham 
#NigeriaDecides2023 
#BolaAhmedTinubu 
#AriseTV 
#channelstv https://t.co/tLWg67uvpZ","Coordinates(longitude=4.0274778, latitude=6.9780072)","Place(id='006268ad653506e5', fullName='Osun, Nigeria', name='Osun', type='admin', country='Nigeria', countryCode='NG')"
2023-02-25 22:48:58+00:00,https://twitter.com/EniyeAmeze,Twitter for Android,"May the blood of this woman &amp; other Obidients dat have been spilled today cry out for Peter Obi's victory. Miracles are unexplainable.

𝗔𝗣𝗖 𝟬 APC 3 Nasarawa Reno Kardashians Sanwo Olu Kwankwaso Labour Party Wike North LP and APC Rivers Delta State Yobe #AriseTV #PeterObi2023 https://t.co/vkqdjkto9i",,
2023-02-25 22:48:58+00:00,https://twitter.com/Mondayujah8,Twitter for Android,"And I deliver my pu to @PeterObi
Salem hospital pu otukpo township 3
Presidential
Labour party 162 vote
Apc 24 vote
Pdp 5 vote
Zlp 1 vote
Invalid vote 6",,
2023-02-25 22:48:45+00:00,https://twitter.com/Neymar027,Twitter for Android,"Even today you still go find woman..who do u 🙄 try the leave kpekus matters sometimes bro

The INEC APC 0 #Lokonga #presidentialelection2023 #BolaAhmedTinubu Peter Obi Labour Party https://t.co/lPvEnRd2Av",,
2023-02-25 22:48:25+00:00,https://twitter.com/OwumsFrancis,Twitter for Android,"My Polling was fully delivered for @PeterObi 

Owerri, Imo State, Aladimma 1
Apc- 2 votes
PDP - 5 votes
Labour Party - 542 votes!

Landslide victory for @NgLabour 

@itzz_blitz1 @_weyimi @SavvyRinu @ObiFlagboy https://t.co/JPyMJYJJyZ",,
2023-02-25 22:47:20+00:00,https://twitter.com/Clinton34288403,Twitter for iPhone,"Peter obi or nothing , Awa Lon kon bai #PeterObi4President2023 #presidentialelection2023 #LabourParty",,
2023-02-25 22:46:28+00:00,https://twitter.com/chizzy4un,Twitter for iPhone,"Theinec it’s over to you , delivered my polling unit for Labour Party , my principal Peter OBI is coming , Apc 0 was my our job and we were all obidient https://t.co/Gp0LiCXnLu",,
2023-02-25 22:45:13+00:00,https://twitter.com/talkagblogoffi1,Twitter Web App,"Operatives of the Economic and Financial Crimes Commission visited the home and polling unit of the presidential candidate of the Labour Party, Mr Peter Obi.

https://t.co/lv51geU5e6",,
2023-02-25 22:44:08+00:00,https://twitter.com/Charles91253085,Twitter for Android,"Peter obi wins Governor Utom polling unit ✊🏿

-
𝗡𝗮𝘀𝗮𝗿𝗮𝘄𝗮 Bauchi Labour Party Reno Banky W Toyin Abraham Alimosho Yobe Kaduna Kano NNPP Rivers State APC 3 Kardashians #Wait4INECResult Ekiti https://t.co/9ahcunYR2f",,
2023-02-25 22:43:54+00:00,https://twitter.com/Izusixtus,Twitter for Android,@victor_abudabi @SavvyRinu @LabourParty @PeterObi @inecnigeria @phspecials @inecnigeria you people can't just keep mute on these iss,,
2023-02-25 22:43:42+00:00,https://twitter.com/Kunoba2,Twitter for Android,"Mahmood Yakubu @inecnigeria seems to be a party card carrying member, if this election is rigged against the people peace will be far away from you and your generation.

Labour Party, Kaduna state, Nigeria, 2023 election. Peter Obi.",,
2023-02-25 22:43:41+00:00,https://twitter.com/PhilipAondoaka5,Twitter for iPhone,"Victory is ours God him come down with a bless full rain it’s a sign for a good Nigeria with Labour Party,?Peter Obi!!",,
2023-02-25 22:43:11+00:00,https://twitter.com/Kingndusmith,Twitter Web App,"After these heavy rigging by 𝗪𝗶𝗸𝗲 in Rivers &amp; other parts of the state, if I say I know how God will give Peter Obi victory, then it won't be miracle. My God will take them unaware.

Yobe Kaduna Banky W LP and APC Reno Nasarawa Labour Party Toke Egbeda LG APC 0 Toyin Abraham https://t.co/6ifrmr3HGS",,
2023-02-25 22:43:03+00:00,https://twitter.com/RemixLeo1,Twitter for Android,"@PeterObi Please labour party members should not get carried away,they should remain there on they result",,
2023-02-25 22:43:02+00:00,https://twitter.com/LPLagosInfo,Twitter for Android,"DANGER!
🚫🚫🚫
FEMI GBAJABIAMILA LEADS A CACUS TRYING TO STEAL PETER OBI'S VOTES IN SURULERE CONSTITUENCY 1. THEY ALSO WANT TO MANIPULATE THE VOTES OF LABOUR PARTY HoR CANDIDATE (CHIDIEBERE NWOGA) IN SURULERE CONSTITUENCY 2. @EtinwaOkpo @PeterObi @firstladyship https://t.co/m1YhobjOkd",,
2023-02-25 22:42:56+00:00,https://twitter.com/Ekoh4Ekoh,Twitter for Android,"@GoziconC You still have the mouth to vomit your usual shit. How market Mr. Aliu? You are seeing the early results and the performance of the Labour Party. Whether you like it or not, Peter Obi must be your president. We are all Obidients.",,
2023-02-25 22:42:35+00:00,https://twitter.com/isholao34200292,Twitter for Android,@KBT_BANKOLE @IbkSports @tena__sam Why is it only labour party agent all of you are shouting they were attacked? Isn't there PDP agent ? And some other people? You're making me disbelieve in peter obi government! WTF! Why fake news Nigerians ? OMG!!,,
2023-02-25 22:42:16+00:00,https://twitter.com/uchenduchris01,Twitter for Android,"@DavidHundeyin The block protest vote Rivers state people gave to the Labour Party's Peter Obi against Wike today, if rigged, will be the greatest fraud in the Guinness book of record against humanity, anything less than 90% for Obi in Rivers state for the Presidency especially is a fraud.",,
2023-02-25 22:41:38+00:00,https://twitter.com/OwutuTamara,Twitter for iPhone,Peter Obi won Abuja so so convincingly that I have not doubt in my heart that he is coming. It was a Labour Party Hegemony in Abuja. #PeterObi4President2023 #ObiIsComing,,
